Unnamed: 0,gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
1270,Female,59,Divorced,Degree,British,White,"5,200 to 10,400",South East,No,,,
1271,Male,27,Single,GCSE/CSE,British,White,"20,800 to 28,600",South East,No,,,
1272,Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
1273,Female,50,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
1274,Female,64,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1275,Female,79,Widowed,No Qualification,English,Chinese,"5,200 to 10,400",South East,No,,,
1277,Female,19,Single,A Levels,British,Chinese,"10,400 to 15,600",South East,No,,,
1278,Male,42,Married,Degree,British,White,"28,600 to 36,400",South East,No,,,
1279,Male,36,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
1280,Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
1281,Female,64,Widowed,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
1282,Female,53,Single,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1284,Female,39,Married,Degree,English,White,"28,600 to 36,400",South East,No,,,
1286,Male,81,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1287,Female,79,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
1288,Female,72,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1290,Female,76,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
1293,Female,42,Divorced,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
1297,Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1298,Male,36,Married,Degree,British,Asian,"15,600 to 20,800",South East,No,,,
1300,Male,77,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",South East,No,,,
1301,Female,66,Divorced,No Qualification,English,White,"Under 2,600",South East,No,,,
1303,Female,55,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1305,Male,79,Married,No Qualification,Irish,White,Unknown,South West,No,,,
1306,Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1307,Female,42,Single,A Levels,British,White,Refused,South West,No,,,
1308,Female,76,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
1309,Female,44,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
1310,Female,75,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1311,Female,24,Married,Other/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
1312,Male,78,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1313,Female,38,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
1314,Male,22,Single,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1315,Female,62,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South West,No,,,
1317,Male,35,Married,Degree,British,White,"20,800 to 28,600",South West,No,,,
1318,Female,45,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
1319,Female,66,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
1320,Female,53,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1323,Female,72,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1324,Female,67,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South West,No,,,
1325,Female,37,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
1326,Male,38,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
1328,Male,64,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1329,Male,72,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1331,Female,59,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1332,Female,50,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
1333,Male,33,Married,GCSE/O Level,English,White,"Above 36,400",South West,No,,,
1334,Female,45,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,No,,,
1335,Female,73,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1336,Male,68,Married,Degree,British,White,"15,600 to 20,800",South West,No,,,
1337,Female,33,Married,GCSE/O Level,British,White,"10,400 to 15,600",South West,No,,,
1338,Female,21,Single,ONC/BTEC,British,White,"2,600 to 5,200",South West,No,,,
1339,Female,32,Married,Degree,English,White,"20,800 to 28,600",South West,No,,,
1340,Male,37,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
1344,Female,86,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1345,Female,45,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1346,Female,60,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
1347,Female,40,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
1348,Male,55,Married,No Qualification,British,White,Refused,South West,No,,,
1349,Male,53,Separated,GCSE/O Level,Welsh,White,"10,400 to 15,600",South West,No,,,
1350,Male,41,Married,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,,,
1352,Female,42,Divorced,Higher/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
1353,Male,44,Married,GCSE/O Level,English,White,"20,800 to 28,600",South West,No,,,
1354,Female,43,Married,A Levels,English,White,"10,400 to 15,600",South West,No,,,
1356,Male,67,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
1357,Female,73,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
1358,Female,16,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,,,
1359,Female,73,Widowed,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
1360,Male,52,Married,Degree,Scottish,White,"Above 36,400",South West,No,,,
1361,Male,72,Single,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1362,Male,79,Married,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
1363,Female,90,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1365,Male,32,Divorced,Degree,English,White,"Above 36,400",South West,No,,,
1366,Female,38,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
1367,Female,21,Single,Degree,British,White,"Under 2,600",South West,No,,,
1368,Male,40,Married,A Levels,British,White,"Above 36,400",South West,No,,,
1369,Male,28,Married,Degree,British,White,"Above 36,400",South West,No,,,
1371,Female,45,Married,Degree,British,White,"5,200 to 10,400",South West,No,,,
1372,Female,95,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
1373,Male,18,Single,A Levels,English,White,"2,600 to 5,200",South West,No,,,
1374,Female,89,Widowed,GCSE/O Level,English,White,Unknown,South West,No,,,
1375,Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1376,Male,65,Married,A Levels,English,White,"28,600 to 36,400",South West,No,,,
1377,Female,87,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
1379,Female,77,Widowed,Degree,English,White,"28,600 to 36,400",South West,No,,,
1380,Female,55,Divorced,Degree,British,White,"Above 36,400",South West,No,,,
1381,Female,33,Married,Degree,British,Asian,"5,200 to 10,400",South West,No,,,
1382,Female,56,Married,No Qualification,British,Black,"5,200 to 10,400",South West,No,,,
1384,Female,73,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
1385,Female,66,Single,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
1386,Female,73,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1388,Male,41,Single,No Qualification,Welsh,White,Refused,South West,No,,,
1389,Female,35,Married,GCSE/CSE,British,White,"10,400 to 15,600",South West,No,,,
1390,Female,53,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
1391,Female,74,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1393,Female,22,Single,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
1394,Male,27,Married,A Levels,English,White,"15,600 to 20,800",South West,No,,,
1395,Female,71,Married,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
1396,Male,78,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1397,Female,38,Married,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
1398,Female,31,Married,A Levels,British,White,"10,400 to 15,600",South West,No,,,
1399,Female,54,Married,Degree,English,White,"2,600 to 5,200",South West,No,,,
1400,Female,31,Single,GCSE/CSE,English,White,"10,400 to 15,600",South West,No,,,
1401,Male,53,Married,ONC/BTEC,English,Mixed,"Above 36,400",South West,No,,,
1403,Male,41,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
1406,Female,72,Divorced,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
1409,Female,78,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
1410,Male,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",South West,No,,,
1411,Female,57,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1413,Female,64,Widowed,No Qualification,Irish,White,"5,200 to 10,400",South West,No,,,
1414,Male,65,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1415,Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1416,Male,33,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,No,,,
1418,Male,40,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
1419,Female,68,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
1420,Female,36,Married,No Qualification,English,White,"15,600 to 20,800",South West,No,,,
1421,Female,35,Married,GCSE/O Level,English,White,"Under 2,600",South West,No,,,
1423,Female,43,Married,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
1424,Male,84,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1425,Female,24,Single,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
1429,Male,45,Married,ONC/BTEC,British,White,"28,600 to 36,400",South West,No,,,
1431,Male,71,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
1433,Female,39,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
1434,Male,62,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",South West,No,,,
1435,Female,37,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
1436,Female,71,Married,No Qualification,English,White,Refused,South West,No,,,
1437,Male,49,Divorced,Degree,English,White,"28,600 to 36,400",South West,No,,,
1439,Male,61,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
1441,Female,40,Separated,Degree,British,White,"Above 36,400",South West,No,,,
1444,Female,28,Single,A Levels,British,White,"10,400 to 15,600",South West,No,,,
1447,Male,19,Single,A Levels,English,White,"10,400 to 15,600",South West,No,,,
1451,Female,38,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
1453,Male,73,Married,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
1454,Male,36,Married,GCSE/O Level,English,Asian,"15,600 to 20,800",South West,No,,,
1455,Female,81,Married,No Qualification,Welsh,White,"Under 2,600",South West,No,,,
1456,Female,97,Widowed,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
1457,Male,38,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
1459,Male,79,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
1461,Female,54,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Wales,No,,,
1462,Male,59,Married,Degree,English,White,"Above 36,400",Wales,No,,,
1463,Male,52,Separated,Degree,British,White,"Above 36,400",Wales,No,,,
1465,Male,69,Divorced,Degree,Welsh,White,"15,600 to 20,800",Wales,No,,,
1466,Male,67,Widowed,Degree,Welsh,White,"5,200 to 10,400",Wales,No,,,
1467,Female,76,Married,Other/Sub Degree,Welsh,White,Refused,Wales,No,,,
1468,Male,33,Married,No Qualification,British,Asian,"5,200 to 10,400",Wales,No,,,
1470,Female,82,Widowed,No Qualification,Welsh,White,Refused,Wales,No,,,
1471,Male,62,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
1472,Male,66,Divorced,No Qualification,Welsh,White,Refused,Wales,No,,,
1473,Female,69,Widowed,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
1474,Female,25,Married,No Qualification,Other,Asian,Refused,Wales,No,,,
1475,Male,29,Single,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
1476,Male,28,Married,Degree,British,White,"10,400 to 15,600",Wales,No,,,
1477,Female,52,Single,Degree,Other,White,"28,600 to 36,400",Wales,No,,,
1478,Female,81,Widowed,No Qualification,Welsh,White,Refused,Wales,No,,,
1480,Female,62,Married,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
1481,Male,45,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
1482,Female,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
1483,Female,72,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
1486,Male,61,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
1490,Male,57,Married,No Qualification,English,White,"10,400 to 15,600",Wales,No,,,
1491,Male,60,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
1492,Male,38,Married,Higher/Sub Degree,Welsh,White,"28,600 to 36,400",Wales,No,,,
1493,Male,74,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
1494,Male,38,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
1495,Female,51,Divorced,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
1497,Male,67,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
1498,Male,32,Single,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,No,,,
1499,Female,25,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",Wales,No,,,
1500,Male,53,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
1502,Female,21,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
1503,Female,71,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
1504,Female,30,Married,GCSE/O Level,British,White,"Under 2,600",Wales,No,,,
1505,Male,23,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,No,,,
1507,Female,37,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
1508,Female,84,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
1509,Female,61,Married,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
1510,Female,18,Single,GCSE/O Level,Welsh,White,"2,600 to 5,200",Wales,No,,,
1511,Female,55,Married,GCSE/O Level,English,White,"5,200 to 10,400",Wales,No,,,
1512,Male,52,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
1514,Female,46,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Wales,No,,,
1515,Male,23,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
1516,Male,58,Married,Degree,British,White,"20,800 to 28,600",Wales,No,,,
1517,Male,16,Single,GCSE/O Level,Welsh,White,"Under 2,600",Wales,No,,,
1518,Male,71,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
1520,Male,34,Married,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
1521,Female,55,Single,No Qualification,British,White,"Above 36,400",Wales,No,,,
1522,Female,78,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
1524,Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Wales,No,,,
1525,Male,76,Single,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
1526,Male,28,Single,GCSE/CSE,Welsh,White,"10,400 to 15,600",Wales,No,,,
1528,Female,57,Divorced,ONC/BTEC,English,White,"5,200 to 10,400",Wales,No,,,
1531,Female,64,Widowed,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
1532,Female,89,Single,No Qualification,Welsh,White,Refused,Wales,No,,,
1534,Male,27,Single,Higher/Sub Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
1535,Male,66,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",Wales,No,,,
1536,Female,84,Widowed,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
1538,Male,27,Single,Degree,British,White,"15,600 to 20,800",Wales,No,,,
1539,Female,40,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Wales,No,,,
1540,Female,79,Widowed,No Qualification,British,White,"10,400 to 15,600",Wales,No,,,
1542,Female,79,Widowed,No Qualification,British,White,Unknown,Wales,No,,,
1543,Female,54,Married,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
1548,Female,78,Widowed,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1550,Female,42,Married,Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1552,Male,75,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1554,Male,50,Separated,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1556,Male,35,Single,Higher/Sub Degree,British,White,"28,600 to 36,400",Scotland,No,,,
1557,Female,52,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1558,Female,42,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
1559,Male,44,Separated,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1561,Female,69,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1562,Female,91,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1563,Male,61,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1564,Female,50,Single,Degree,British,White,"20,800 to 28,600",Scotland,No,,,
1565,Male,37,Single,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1568,Female,39,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1569,Female,79,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1570,Male,40,Married,Degree,Scottish,White,"Above 36,400",Scotland,No,,,
1571,Male,60,Married,Degree,British,White,"Above 36,400",Scotland,No,,,
1572,Male,42,Married,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1573,Male,64,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1575,Male,54,Married,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1576,Female,61,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,No,,,
1577,Female,62,Divorced,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1578,Female,59,Divorced,Degree,Scottish,White,Unknown,Scotland,No,,,
1579,Female,79,Widowed,GCSE/CSE,Scottish,White,Refused,Scotland,No,,,
1580,Female,37,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
1582,Female,88,Widowed,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
1583,Female,39,Divorced,Degree,British,White,"15,600 to 20,800",Scotland,No,,,
1584,Male,34,Single,Degree,British,White,"Above 36,400",Scotland,No,,,
1585,Male,42,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
1586,Female,45,Married,Degree,British,White,"2,600 to 5,200",Scotland,No,,,
1587,Male,59,Married,ONC/BTEC,Scottish,White,"Above 36,400",Scotland,No,,,
1589,Male,74,Widowed,Higher/Sub Degree,British,White,"5,200 to 10,400",Scotland,No,,,
1590,Male,45,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1591,Male,64,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1592,Male,53,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1593,Male,40,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1595,Male,70,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1596,Female,28,Separated,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1597,Female,78,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1599,Female,69,Divorced,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
1600,Male,54,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1605,Male,54,Single,No Qualification,British,White,"5,200 to 10,400",Scotland,No,,,
1606,Female,49,Divorced,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1609,Female,73,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
1610,Female,41,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1611,Female,70,Married,GCSE/O Level,British,White,"20,800 to 28,600",Scotland,No,,,
1613,Male,51,Divorced,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
1615,Female,75,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1617,Male,56,Married,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1618,Male,64,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1619,Female,27,Single,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1623,Male,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1624,Male,63,Married,No Qualification,British,White,"15,600 to 20,800",Scotland,No,,,
1625,Female,23,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1626,Female,63,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1627,Female,46,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1628,Male,48,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1629,Male,68,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1632,Female,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
1633,Male,41,Divorced,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1635,Male,24,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1637,Male,45,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
1638,Female,28,Married,Degree,British,White,"28,600 to 36,400",Scotland,No,,,
1639,Male,20,Single,A Levels,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1640,Female,69,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1641,Female,70,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
1644,Male,44,Married,GCSE/O Level,British,White,"15,600 to 20,800",Scotland,No,,,
1645,Female,83,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1647,Female,61,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1649,Male,57,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
1652,Male,82,Married,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1653,Male,63,Married,A Levels,Scottish,White,"28,600 to 36,400",Scotland,No,,,
1654,Female,72,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1655,Male,39,Married,Higher/Sub Degree,Scottish,White,"Above 36,400",Scotland,No,,,
1656,Male,16,Single,No Qualification,Scottish,White,Refused,Scotland,No,,,
1657,Female,35,Divorced,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1658,Female,39,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1661,Male,61,Married,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
1664,Male,24,Single,Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1665,Male,82,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1666,Male,27,Married,A Levels,Scottish,White,"15,600 to 20,800",Scotland,No,,,
1668,Male,39,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",Scotland,No,,,
1669,Male,44,Separated,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1673,Female,20,Single,GCSE/O Level,English,White,"5,200 to 10,400",Scotland,No,,,
1674,Female,81,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1676,Female,78,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1677,Male,35,Married,A Levels,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1678,Female,67,Widowed,No Qualification,Scottish,White,"Under 2,600",Scotland,No,,,
1679,Male,65,Divorced,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1680,Male,61,Married,Higher/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
1682,Male,53,Single,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
1683,Female,63,Married,No Qualification,British,White,Refused,Scotland,No,,,
1685,Male,78,Widowed,No Qualification,Scottish,White,Refused,Scotland,No,,,
1686,Female,31,Single,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1687,Male,22,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
1689,Male,45,Married,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
1691,Male,31,Married,Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
